ranking_year,ranking_category,institute_id,institute_name,city,state,score,rank
2023,University,IR-O-U-0248,"University of Agricultural Sciences, Bangalore",Bangalore,Karnataka,44.07,90
2023,University,IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,43.63,91
2023,University,IR-O-U-0461,Dr. M. G. R. Educational and Research Institute,Chennai,Tamil Nadu,43.62,92
2023,University,IR-O-U-0366,Utkal University,Bhubaneswar,Odisha,43.45,93
2023,University,IR-O-U-0155,"Amity University Haryana, Gurgaon",Gurugram,Haryana,43.35,94
2023,University,IR-O-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,43.15,95
2023,University,IR-O-I-1280,Maharshi Dayanand University,Rohtak,Haryana,43.13,96
2023,University,IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,43.11,97
2023,University,IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,43.03,98
2023,University,IR-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,42.99,99
2023,University,IR-O-U-0372,Central University of Punjab,Bathinda,Punjab,42.93,100
2023,Research,IR-R-U-0220,Indian Institute of Science,Bengaluru,Karnataka,86.22,1
2023,Research,IR-R-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,84.01,2
2023,Research,IR-R-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,82.07,3
2023,Research,IR-R-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,79.19,4
2023,Research,IR-R-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,71.63,5
2023,Research,IR-R-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,71.33,6
2023,Research,IR-R-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,66.52,7
2023,Research,IR-R-N-15,"All India Institute of Medical Sciences, Delhi",New Delhi,Delhi,66.13,8
2023,Research,IR-R-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,64.68,9
2023,Research,IR-R-U-0330,Tata Institute of Fundamental Research,Mumbai,Maharashtra,62.66,10
2023,Research,IR-R-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,62.41,11
2023,Research,IR-R-U-0713,Academy of Scientific & Innovative Research,Ghaziabad,Uttar Pradesh,59.85,12
2023,Research,IR-R-U-0439,Anna University,Chennai,Tamil Nadu,59.65,13
2023,Research,IR-R-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,59.41,14
2023,Research,IR-R-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,58.88,15
2023,Research,IR-R-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,58.14,16
2023,Research,IR-R-U-0120,University of Delhi,Delhi,Delhi,57.45,17
2023,Research,IR-R-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,57.33,18
2023,Research,IR-R-U-0575,Jadavpur University,Kolkata,West Bengal,56.69,19
2023,Research,IR-R-U-0108,"Jamia Millia Islamia,New Delhi",New Delhi,Delhi,55.86,20
2023,Research,IR-R-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,53.71,21
2023,Research,IR-R-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,53.63,22
2023,Research,IR-R-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,53.58,23
2023,Research,IR-R-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,52.8,24
2023,Research,IR-R-U-0234,Manipal Academy of Higher Education-Manipal,Manipal,Karnataka,52.48,25
2023,Research,IR-R-U-0391,Birla Institute of Technology  & Science -Pilani,Pilani,Rajasthan,52.32,26
2023,Research,IR-R-U-0305,Indian Institute of Science Education & Research Pune,Pune,Maharashtra,52.22,27
2023,Research,IR-R-U-0042,University of Hyderabad,Hyderabad,Telangana,51.85,28
2023,Research,IR-R-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,51.32,29
2023,Research,IR-R-U-0224,Jawaharlal Nehru Centre for Advanced Scientific Research,Bengaluru,Karnataka,51.08,30
2023,Research,IR-R-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,50.84,31
2023,Research,IR-R-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,50.83,32
2023,Research,IR-R-U-0078,Panjab University,Chandigarh,Chandigarh,50.65,33
2023,Research,IR-R-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,50.06,34
2023,Research,IR-R-U-0570,Calcutta University,Kolkata,West Bengal,49.76,35
2023,Research,IR-R-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,49.54,36
2023,Research,IR-R-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,48.82,37
2023,Research,IR-R-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,48.72,38
2023,Research,IR-R-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,48.58,39
2023,Research,IR-R-U-0572,Indian Institute of Science Education & Research Kolkata,Mohanpur,West Bengal,46.95,40
2023,Research,IR-R-U-0237,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,46.89,41
2023,Research,IR-R-U-0379,Lovely Professional University,Phagwara,Punjab,44.87,42
2023,Research,IR-R-U-0435,Alagappa University,Karaikudi,Tamil Nadu,44.06,43
2023,Research,IR-R-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,43.98,44
2023,Research,IR-R-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,43.89,45
2023,Research,IR-R-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,43.65,46
2023,Research,IR-R-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43.37,47
2023,Research,IR-R-U-0236,"National Institute of Mental Health & Neuro Sciences, Bangalore",Bangalore,Karnataka,43.35,48
2023,Research,IR-R-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,43.21,49
2023,Research,IR-R-U-0377,"Indian Institute of Science Education & Research, Mohali",Mohali,Punjab,43.15,50
2023,Agriculture and Allied Sectors,IR-G-U-0101,Indian Agricultural Research Institute,New Delhi,Delhi,83.16,1
2023,Agriculture and Allied Sectors,IR-G-U-0171,ICAR - National Dairy Research Institute,Karnal,Haryana,70.45,2
2023,Agriculture and Allied Sectors,IR-G-U-0381,"Punjab Agricultural University, Ludhiana",Ludhiana,Punjab,65.98,3
2023,Agriculture and Allied Sectors,IR-G-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,63.68,4
2023,Agriculture and Allied Sectors,IR-G-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,61.71,5
2023,Agriculture and Allied Sectors,IR-G-U-0518,"Indian Veterinary Research Institute, Izatnagar",Bareilly,Uttar Pradesh,61.62,6
2023,Agriculture and Allied Sectors,IR-G-U-0293,"Central Institute of Fisheries Education, Fishries University",Mumbai,Maharashtra,61.03,7
2023,Agriculture and Allied Sectors,IR-G-U-0554,"G.B. Pant Universtiy of Agriculture and Technology, Pantnagar",Pantnagar,Uttarakhand,60.03,8
2023,Agriculture and Allied Sectors,IR-G-U-0200,"Sher-e-Kashmir University of Agricultural Science & Technology of Kashmir, Srinagar",Srinagar,Jammu and Kashmir,59.5,9
2023,Agriculture and Allied Sectors,IR-G-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,59.07,10
2023,Agriculture and Allied Sectors,IR-G-U-0248,"University of Agricultural Sciences, Bangalore",Bangalore,Karnataka,56.74,11
2023,Agriculture and Allied Sectors,IR-G-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,54.2,12
2023,Agriculture and Allied Sectors,IR-G-C-45375,"National Institute of Food Technology, Entrepreneurship and Management",Thanjavur,Tamil Nadu,53.27,13
2023,Agriculture and Allied Sectors,IR-G-U-0179,Chaudhary Sarwan Kumar Himachal Pardesh Krishi Vishvavidyalaya,Kangra,Himachal Pradesh,52.67,14
2023,Agriculture and Allied Sectors,IR-G-U-0257,"Kerala Agricultural University, Thrissur",Thrissur,Kerala,52.52,15
2023,Agriculture and Allied Sectors,IR-G-U-0568,Bidhan Chandra Krishi Vishwavidyalaya,Nadia,West Bengal,52.07,16
2023,Agriculture and Allied Sectors,IR-G-U-0181,"Dr. Y.S. Parmar University of Horticulture and Forestry, Solan",Solan,Himachal Pradesh,51.63,17
2023,Agriculture and Allied Sectors,IR-G-U-0123,Anand Agricultural University,Anand,Gujarat,51.13,18
2023,Agriculture and Allied Sectors,IR-G-U-0048,"Assam Agricultural University, Jorhat",Jorhat,Assam,50.35,19
2023,Agriculture and Allied Sectors,IR-G-U-0004,"Acharya NG Ranga Agricultural University, Guntur",Guntur,Andhra Pradesh,48.57,20
2023,Agriculture and Allied Sectors,IR-G-U-0375,Guru Angad Dev Veterinary & Animal Sciences University,Ludhiana,Punjab,47.79,21
2023,Agriculture and Allied Sectors,IR-G-U-0360,"Orissa University of Agriculture & Technology, Bhubaneswar",Khordha,Odisha,47.6,22
2023,Agriculture and Allied Sectors,IR-G-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,47.46,23
2023,Agriculture and Allied Sectors,IR-G-S-8898,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,47.14,24
2023,Agriculture and Allied Sectors,IR-G-U-0259,Kerala University of Fisheries & Ocean Studies,Kochi,Kerala,46.86,25
2023,Agriculture and Allied Sectors,IR-G-U-0591,"West Bengal University of Animal and Fishery Sciences, Kolkata",Kolkata,West Bengal,46.64,26
2023,Agriculture and Allied Sectors,IR-G-U-0379,Lovely Professional University,Phagwara,Punjab,46.6,27
2023,Agriculture and Allied Sectors,IR-G-U-0246,University of Agricultural Sciences,Dharwad,Karnataka,46.5,28
2023,Agriculture and Allied Sectors,IR-G-U-0336,Central Agricultural University,Imphal West,Manipur,45.46,29
2023,Agriculture and Allied Sectors,IR-G-U-0504,"Chandra Shekhar Azad University of Agriculture & Technology, Kanpur",Kanpur,Uttar Pradesh,43.87,30
2023,Agriculture and Allied Sectors,IR-G-U-0039,Sri Venkateswara Veterinary University,Tirupati,Andhra Pradesh,43.83,31
2023,Agriculture and Allied Sectors,IR-G-S-14553,National Institute of Agricultural Extension Management,Hyderabad,Telangana,43.46,32
2023,Agriculture and Allied Sectors,IR-G-U-0075,"Dr Rajendra Prasad Central Agricultural University, Samastipur",Samastipur,Bihar,43.34,33
2023,Agriculture and Allied Sectors,IR-G-U-0165,Lala lajpat Rai University of Veterinary and Animal Sciences,Hisar,Haryana,43.26,34
2023,Agriculture and Allied Sectors,IR-G-U-0531,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Faizabad,Uttar Pradesh,43.13,35
2023,Agriculture and Allied Sectors,IR-G-U-0315,"Mahatma Phule Krishi Vidyapeeth, Rahuri",Rahuri,Maharashtra,42.89,36
2023,Agriculture and Allied Sectors,IR-G-U-0231,"Karnataka Vetrinary, Animal & Fisheries Science University, Nandinagar",Bidar,Karnataka,42.57,37
2023,Agriculture and Allied Sectors,IR-G-U-0140,Junagadh Agricultural University,Junagadh,Gujarat,42.34,38
2023,Agriculture and Allied Sectors,IR-G-U-0247,"University of Agricultural Sciences, Raichur",Raichur,Karnataka,42.23,39
2023,Agriculture and Allied Sectors,IR-G-U-0665,Tamil Nadu Dr.J.Jayalalithaa Fisheries University,Nagapattinam,Tamil Nadu,42.1,40
2023,Pharmacy,IR-P-I-1077,National Institute of Pharmaceutical Education and Research Hyderabad,Hyderabad,Telangana,78.86,1
2023,Pharmacy,IR-P-U-0107,Jamia Hamdard,New Delhi,Delhi,78.74,2
2023,Pharmacy,IR-P-U-0391,Birla Institute of Technology  & Science -Pilani,Pilani,Rajasthan,76.67,3
2023,Pharmacy,IR-P-C-35006,JSS College of Pharmacy,Ooty,Tamil Nadu,76.55,4
2023,Pharmacy,IR-P-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,75.42,5
2023,Pharmacy,IR-P-U-0380,"National Institute of Pharmaceutical Education and Research, Mohali",Mohali,Punjab,73.58,6
2023,Pharmacy,IR-P-C-35007,JSS College of Pharmacy,Mysore,Karnataka,72.78,7
2023,Pharmacy,IR-P-U-0078,Panjab University,Chandigarh,Chandigarh,72.34,8
2023,Pharmacy,IR-P-C-7249,"Manipal College of Pharmaceutical Sciences, Manipal",Udupi,Karnataka,69.33,9
2023,Pharmacy,IR-P-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,68.91,10
2023,Pharmacy,IR-P-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,68.1,11
2023,Pharmacy,IR-P-I-1073,National Institute of Pharmaceutical Education and Research Guwahati,Guwahati,Assam,66.32,12
2023,Pharmacy,IR-P-N-14,National Institute of Pharmaceutical Education and Research Ahmedabad,Gandhinagar,Gujarat,64.24,13
2023,Pharmacy,IR-P-N-26,National Institute of Pharmaceutical Education and Research Raebareli,Lucknow,Uttar Pradesh,63.58,14
2023,Pharmacy,IR-P-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,63.2,15
2023,Pharmacy,IR-P-U-0373,Chitkara  University,Rajpura,Punjab,62.58,16
2023,Pharmacy,IR-P-U-0379,Lovely Professional University,Phagwara,Punjab,61.95,17
2023,Pharmacy,IR-P-U-0575,Jadavpur University,Kolkata,West Bengal,61.27,18
2023,Pharmacy,IR-P-U-0372,Central University of Punjab,Bathinda,Punjab,59.09,19
2023,Pharmacy,IR-P-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,58.68,20
2023,Pharmacy,IR-P-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,58.64,21
2023,Pharmacy,IR-P-I-1450,"AU College of Pharmaceutical Sciences, Andhra University",Visakhapatnam,Andhra Pradesh,58.1,22
2023,Pharmacy,IR-P-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,57.96,23
2023,Pharmacy,IR-P-C-10398,I. S. F. College of Pharmacy,Moga,Punjab,57.8,24
2023,Pharmacy,IR-P-U-0853,Delhi Pharmaceutical Sciences and Research University,Delhi,Delhi,57.64,25
2023,Pharmacy,IR-P-U-0443,Annamalai University,Annamalainagar,Tamil Nadu,57.39,26
2023,Pharmacy,IR-P-U-0392,Central University of Rajasthan,Kishangarh,Rajasthan,57.07,27
2023,Pharmacy,IR-P-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,56.72,28
2023,Pharmacy,IR-P-C-35430,"Poona College of Pharmacy, Pune",Pune,Maharashtra,56.43,29
2023,Pharmacy,IR-P-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,55.91,30
2023,Pharmacy,IR-P-U-0168,Maharishi Markandeshwar,Ambala,Haryana,55.24,31
2023,Pharmacy,IR-P-I-1072,National Institute of Pharmaceutical Education and Research Kolkata,Kolkata,West Bengal,54.94,32
2023,Pharmacy,IR-P-U-0051,Dibrugarh University,Dibrugarh,Assam,54.84,33
2023,Pharmacy,IR-P-U-0747,Chandigarh University,Mohali,Punjab,54.5,34
2023,Pharmacy,IR-P-I-1280,Maharshi Dayanand University,Rohtak,Haryana,54.21,35
2023,Pharmacy,IR-P-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,53.75,36
2023,Pharmacy,IR-P-U-0146,Nirma University,Ahmedabad,Gujarat,53.34,37
2023,Pharmacy,IR-P-C-33877,SVKM'S Dr. Bhanuben Nanavati College of Pharmacy,Mumbai,Maharashtra,52.96,38
2023,Pharmacy,IR-P-C-24505,KLE College of Pharmacy,Belgaum,Karnataka,51.94,39
2023,Pharmacy,IR-P-U-0383,"Punjabi University, Patiala",Patiala,Punjab,51.84,40
2023,Pharmacy,IR-P-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,51.74,41
2023,Pharmacy,IR-P-I-1256,Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,51.73,42
2023,Pharmacy,IR-P-U-0085,Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh,51.27,43
2023,Pharmacy,IR-P-S-58036,National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,51.22,44
2023,Pharmacy,IR-P-I-1335,DR D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,50.24,45
2023,Pharmacy,IR-P-C-19322,N.G.S.M. Institute of Pharmaceutical Sciences,Mangaluru,Karnataka,49.92,46
2023,Pharmacy,IR-P-U-0491,"VELS Institute of Science Technology & Advanced Studies (Vistas) ,Chennai",Chennai,Tamil Nadu,49.7,47
2023,Pharmacy,IR-P-U-0011,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,49.11,48
2023,Pharmacy,IR-P-U-0162,"Guru Jambheshwar University of Science and Technology, Hissar",Hisar,Haryana,49.05,49
2023,Pharmacy,IR-P-I-1045,R. C. Patel Institute of Pharmaceutical Education & Research,Shirpur,Maharashtra,48.43,50
2023,Pharmacy,IR-P-U-0332,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra,48.39,51
2023,Pharmacy,IR-P-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,48.08,52
2023,Pharmacy,IR-P-U-0763,Parul University,Vadodara,Gujarat,47.98,53
2023,Pharmacy,IR-P-U-0513,G. L. A. University,Mathura,Uttar Pradesh,47.95,54
2023,Pharmacy,IR-P-C-33873,Bombay College of Pharmacy,Mumbai,Maharashtra,47.77,55
2023,Pharmacy,IR-P-U-0519,Integral University,Lucknow,Uttar Pradesh,47.46,56
2023,Pharmacy,IR-P-C-26904,Sri Venkateswara College of Pharmacy,Chittoor,Andhra Pradesh,47.37,57
2023,Pharmacy,IR-P-C-409,L. M. College of Pharmacy,Ahmedabad,Gujarat,46.36,58
2023,Pharmacy,IR-P-U-0427,Suresh Gyan Vihar University,Jaipur,Rajasthan,46.26,59
2023,Pharmacy,IR-P-U-0034,Sri Padmavathi Mahila Visvavidyalayam,Tirupathi,Andhra Pradesh,45.93,60
2023,Pharmacy,IR-P-C-45540,PSG College of Pharmacy,Coimbatore,Tamil Nadu,45.61,61
2023,Pharmacy,IR-P-U-0541,Sharda University,Greater Noida,Uttar Pradesh,45.6,62
2023,Pharmacy,IR-P-I-1289,Acharya Nagarjuna University College of Pharmaceutical Sciences,Guntur,Andhra Pradesh,45.41,63
2023,Pharmacy,IR-P-U-0562,"Kumaun University, Nainital",Nainital,Uttarakhand,45.09,64
2023,Pharmacy,IR-P-U-0724,M.S. Ramaiah University of Applied Sciences,Bangalore,Karnataka,44.58,65
2023,Pharmacy,IR-P-C-30858,Goa College of Pharmacy,Panaji,Goa,44.23,66
2023,Pharmacy,IR-P-C-40354,Acharya & B M Reddy College of Pharmacy,Bengaluru,Karnataka,44.17,67
2023,Pharmacy,IR-P-C-18900,Smt. Kishoritai Bhoyar College of Pharmacy,Nagpur,Maharashtra,44.14,68
2023,Pharmacy,IR-P-C-10250,Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College of,Bela,Punjab,44.08,69
2023,Pharmacy,IR-P-U-0536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences",Prayagraj,Uttar Pradesh,44.02,70
2023,Pharmacy,IR-P-U-0135,Gujarat Technological University,Ahmedabad,Gujarat,43.79,71
2023,Pharmacy,IR-P-C-30768,"College of Pharmacy, Pt. B. D. Sharma, PGIMS",Rohtak,Haryana,43.57,72
2023,Pharmacy,IR-P-U-0413,Mohan Lal Sukhadia University,Udaipur,Rajasthan,43.54,73
2023,Pharmacy,IR-P-I-1243,"College of Pharmacy, Madras Medical College",Chennai,Tamil Nadu,43.53,74
2023,Pharmacy,IR-P-C-19613,Vishnu Institute of Pharmaceutical Education and Research,Narsapur,Telangana,43.43,75
2023,Pharmacy,IR-P-C-24007,Shri Vishnu College of Pharmacy,Bhimavaram,Andhra Pradesh,43.12,76
2023,Pharmacy,IR-P-C-45585,Nandha College of Pharmacy,Erode,Tamil Nadu,43.02,77
2023,Pharmacy,IR-P-C-40080,Sri Adichunchanagiri College of Pharmacy,B.G Nagara,Karnataka,42.85,78
2023,Pharmacy,IR-P-C-11091,Bharati Vidyapeeth College of Pharmacy,Kolhapur,Maharashtra,42.84,79
2023,Pharmacy,IR-P-C-34531,Y. B. Chavan College of Pharmacy,Aurangabad,Maharashtra,42.18,80
2023,Pharmacy,IR-P-C-19747,Anurag University,Hyderabad,Telangana,41.78,81
2023,Pharmacy,IR-P-U-0019,Kakatiya University,Hanumakonda,Telangana,41.75,82
2023,Pharmacy,IR-P-C-39481,"Nirmala College of Pharmacy, Mangalagiri",Mangalagiri,Andhra Pradesh,41.71,83
2023,Pharmacy,IR-P-U-0502,Bundelkhand University,Jhansi,Uttar Pradesh,41.71,83
2023,Pharmacy,IR-P-C-19611,CMR College of Pharmacy,Rangareddy,Telangana,41.58,85
2023,Pharmacy,IR-P-C-10283,"Chandigarh College of Pharmacy, Landran",Landran,Punjab,40.64,86
2023,Pharmacy,IR-P-S-10906,Guru Nanak Institute of Pharmaceutical Science & Technology,Kolkata,West Bengal,40.59,87
2023,Pharmacy,IR-P-C-46111,KIET Group of Institutions,Ghaziabad,Uttar Pradesh,40.16,88
2023,Pharmacy,IR-P-C-39486,Chalapathi Institute of Pharmaceutical Sciences,Guntur,Andhra Pradesh,40.11,89
2023,Pharmacy,IR-P-I-1248,Maliba Pharmacy College,Tarsadi,Gujarat,39.86,90
2023,Pharmacy,IR-P-C-33635,Principal K.M. Kundnani College of Pharmacy,Mumbai,Maharashtra,39.71,91
2023,Pharmacy,IR-P-C-26907,Raghavendra Institute of Pharmaceuatical Education & Research,Anantapuramu,Andhra Pradesh,39.67,92
2023,Pharmacy,IR-P-I-1276,AISSMS College of Pharmacy,Pune,Maharashtra,39.48,93
2023,Pharmacy,IR-P-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,39.31,94
